path,success,hmargin,diralign
ceiling,0,-113,0.23103
ceiling,1,-52,0.30386
ceiling,1,25,0.30371
ceiling,1,11,0.34618
ceiling,1,30,0.33458
ceiling,1,-19,0.31655
ceiling,0,-61,0.25382
ceiling,1,26,0.23761
ceiling,1,15,0.3251
ceiling,1,81,0.3116
ceiling,1,64,0.35044
ceiling,1,22,0.26554
ceiling,0,-129,0.13771
ceiling,1,-27,0.30085
ceiling,1,-27,0.26576
ceiling,1,-48,0.28528
ceiling,0,-51,0.22678
ceiling,1,20,0.35802
ceiling,0,-71,0.15885
ceiling,1,-48,0.26046
ceiling,0,-84,0.18349
ceiling,0,-111,0.21041
ceiling,1,-42,0.28079
ceiling,1,30,0.30316
ceiling,1,-36,0.29025
ceiling,0,-79,0.23657
ceiling,1,-6,0.29191
ceiling,0,-82,0.21528
ceiling,1,79,0.32992
ceiling,1,4,0.27013
ceiling,1,2,0.28942
ceiling,1,77,0.33351
ceiling,1,-15,0.31407
ceiling,1,66,0.33264
ceiling,1,33,0.33267
ceiling,1,53,0.28164
ceiling,1,-45,0.22171
ceiling,0,-83,0.22744
ceiling,1,-14,0.27958
ceiling,1,76,0.30329
ceiling,1,-27,0.28507
ceiling,0,-61,0.21605
ceiling,1,-37,0.27884
ceiling,0,-44,0.21976
ceiling,0,-185,0.17049
ceiling,1,142,0.36574
ceiling,0,-64,0.14118
ceiling,1,5,0.32802
ceiling,1,8,0.26166
ceiling,1,-1,0.28161
ceiling,1,31,0.31597
ceiling,1,-20,0.25878
ceiling,0,-158,0.19547
ceiling,1,84,0.32305
ceiling,1,54,0.31708
ceiling,1,-41,0.296
ceiling,1,41,0.29272
ceiling,1,-29,0.29127
ceiling,1,11,0.3041
ceiling,1,-6,0.29184
ceiling,1,-44,0.25171
ceiling,0,-74,0.22236
ceiling,1,-60,0.22894
ceiling,1,33,0.28546
ceiling,1,-32,0.28839
ceiling,1,-12,0.29338
ceiling,1,-3,0.28892
ceiling,1,22,0.28878
ceiling,1,27,0.33997
ceiling,0,-68,0.21533
ceiling,1,36,0.28285
ceiling,1,63,0.29258
ceiling,0,-62,0.24031
ceiling,1,18,0.31447
ceiling,1,-18,0.29758
ceiling,1,39,0.33255
ceiling,0,-62,0.23977
ceiling,1,11,0.2992
ceiling,1,16,0.31444
ceiling,1,-36,0.29065
ceiling,0,-33,0.16323
ceiling,1,31,0.31344
ceiling,1,-5,0.28428
ceiling,1,-26,0.28169
ceiling,0,-57,0.22567
ceiling,1,22,0.31068
ceiling,0,-107,0.19259
ceiling,0,-83,0.2066
ceiling,1,72,0.34397
ceiling,1,-68,0.1627
ceiling,1,-39,0.25811
ceiling,1,4,0.30914
ceiling,1,110,0.32581
ceiling,1,33,0.26824
ceiling,1,19,0.26474
ceiling,1,82,0.31367
ceiling,1,-19,0.23787
ceiling,0,-90,0.19223
ceiling,1,59,0.29454
ceiling,0,-87,0.16294
ceiling,0,-83,0.16226
ceiling,1,98,0.29948
ceiling,1,-1,0.31945
ceiling,1,59,0.27065
ceiling,1,25,0.282
ceiling,1,19,0.29162
ceiling,1,-18,0.26835
ceiling,1,-104,0.22011
ceiling,1,-12,0.23554
ceiling,1,20,0.32789
ceiling,1,-2,0.27719
ceiling,1,32,0.31771
ceiling,1,-46,0.29558
ceiling,0,-51,0.26006
ceiling,1,18,0.32574
ceiling,1,36,0.36288
ceiling,1,103,0.32435
ceiling,1,20,0.3296
ceiling,1,27,0.26302
ceiling,1,10,0.33128
ceiling,1,42,0.32286
ceiling,0,-32,0.26737
ceiling,1,14,0.29758
ceiling,1,-22,0.29768
ceiling,0,-67,0.23905
ceiling,0,-127,0.20224
ceiling,1,6,0.29781
ceiling,1,9,0.28497
ceiling,1,14,0.27026
ceiling,1,-55,0.27768
ceiling,1,-30,0.2325
ceiling,1,16,0.34492
ceiling,0,-127,0.19359
ceiling,1,34,0.27194
ceiling,1,5,0.28654
ceiling,1,-49,0.28252
ceiling,1,-25,0.27764
ceiling,1,-15,0.23723
ceiling,1,8,0.29241
ceiling,0,-74,0.05058
ceiling,1,97,0.34591
ceiling,1,-33,0.2847
ceiling,0,-59,0.203
ceiling,1,-29,0.31595
ceiling,1,44,0.3156
ceiling,1,-2,0.27169
ceiling,1,23,0.31097
ceiling,0,-54,0.29651
ceiling,0,-44,0.23213
ceiling,1,0,0.31869
ceiling,1,106,0.32123
ceiling,1,50,0.29504
ceiling,1,-10,0.24846
ceiling,1,-24,0.26004
ceiling,0,-70,0.24949
ceiling,1,-67,0.24709
ceiling,1,77,0.30168
ceiling,1,23,0.30125
ceiling,1,17,0.35851
ceiling,1,-14,0.23475
ceiling,1,-60,0.28404
ceiling,1,-27,0.24255
ceiling,1,-19,0.30571
ceiling,0,-37,0.28961
ceiling,1,-7,0.27616
ceiling,1,67,0.26876
ceiling,1,-43,0.19792
ceiling,1,-16,0.28115
ceiling,1,-13,0.19813
ceiling,0,-66,0.25546
ceiling,1,-10,0.30093
ceiling,1,-48,0.29196
ceiling,1,4,0.33319
ceiling,1,-38,0.25255
ceiling,1,14,0.29382
ceiling,1,-81,0.20936
ceiling,0,-111,0.20687
ceiling,1,-56,0.29747
ceiling,1,97,0.26519
ceiling,1,-37,0.19786
ceiling,1,-33,0.27877
ceiling,1,57,0.29535
ceiling,1,-6,0.28365
ceiling,1,63,0.30853
ceiling,1,-30,0.26119
ceiling,1,25,0.33673
ceiling,1,56,0.35693
ceiling,1,-22,0.21071
ceiling,1,57,0.3279
ceiling,1,-49,0.25409
ceiling,1,59,0.29756
ceiling,0,-67,0.27734
ceiling,1,77,0.28838
ceiling,1,65,0.33488
ceiling,1,73,0.34112
ceiling,1,-35,0.31362
ceiling,0,-89,0.18867
ceiling,1,-31,0.30696
ceiling,0,-86,0.25972
ceiling,1,-78,0.2331
ceiling,1,-37,0.26398
ceiling,1,3,0.30434
ceiling,0,-45,0.24364
ceiling,1,-10,0.26826
ceiling,1,-26,0.24914
ceiling,0,-134,0.15583
ceiling,0,-76,0.18353
ceiling,1,58,0.28552
ceiling,1,40,0.31754
ceiling,1,22,0.29323
ceiling,1,-46,0.2307
ceiling,1,20,0.26145
ceiling,1,-38,0.24539
ceiling,1,7,0.31032
ceiling,0,-106,0.24567
ceiling,1,50,0.29224
ceiling,1,104,0.32779
ceiling,1,22,0.22737
ceiling,1,16,0.28046
ceiling,1,-72,0.2233
ceiling,0,-127,0.16408
ceiling,1,-59,0.25182
ceiling,0,-122,0.22772
ceiling,0,-107,0.20245
ceiling,1,-64,0.26285
ceiling,1,13,0.28275
ceiling,0,-86,0.23711
ceiling,0,-40,0.1778
ceiling,1,116,0.34293
ceiling,1,-1,0.33642
ceiling,0,-138,0.14818
ceiling,1,-27,0.36404
ceiling,0,-118,0.1987
ceiling,1,-3,0.35704
ceiling,1,56,0.32829
ceiling,0,-182,0.12143
ceiling,1,9,0.2655
ceiling,1,62,0.3177
ceiling,1,42,0.32735
ceiling,1,44,0.30381
ceiling,1,-15,0.28801
ceiling,1,12,0.28443
ceiling,1,36,0.32186
ceiling,1,81,0.29604
ceiling,1,-38,0.21469
ceiling,1,30,0.30845
ceiling,1,-14,0.3031
ceiling,1,79,0.31967
ceiling,0,-100,0.18296
ceiling,0,-86,0.24477
ceiling,1,-3,0.28992
ceiling,1,5,0.30878
ceiling,1,44,0.30153
ceiling,1,36,0.31158
ceiling,1,29,0.26345
ceiling,1,-22,0.27133
ceiling,1,-14,0.28301
ceiling,1,2,0.3446
ceiling,1,-17,0.28815
ceiling,1,10,0.32403
ceiling,1,-6,0.32467
ceiling,1,-60,0.2775
ceiling,1,34,0.31507
ceiling,1,-31,0.28046
ceiling,1,22,0.30552
ceiling,1,-5,0.27051
ceiling,1,60,0.34136
ceiling,1,-23,0.30333
ceiling,1,-37,0.31664
ceiling,1,0,0.22757
ceiling,0,-105,0.14224
ceiling,0,-51,0.19239
ceiling,1,-35,0.2706
ceiling,0,-73,0.23322
ceiling,1,-18,0.27141
ceiling,1,17,0.28269
ceiling,1,-52,0.28441
ceiling,1,16,0.36297
ceiling,0,-25,0.26037
ceiling,1,-19,0.26921
ceiling,1,12,0.30805
ceiling,0,-105,0.22551
ceiling,1,-27,0.28902
ceiling,1,-19,0.25809
ceiling,1,9,0.2415
ceiling,1,17,0.28674
ceiling,1,19,0.31251
ceiling,1,-29,0.29157
ceiling,1,-8,0.32924
ceiling,1,21,0.32894
ceiling,1,34,0.34201
ceiling,0,-43,0.27925
ceiling,0,-64,0.28429
ceiling,0,-52,0.26378
ceiling,1,-43,0.23564
ceiling,0,-74,0.26081
ceiling,1,16,0.26292
ceiling,1,-6,0.29191
ceiling,1,-29,0.30396
ceiling,1,16,0.2715
ceiling,1,31,0.38787
ceiling,0,-93,0.16044
ceiling,0,-38,0.23488
ceiling,0,-117,0.15366
ceiling,1,-12,0.2844
ceiling,1,-24,0.25647
ceiling,1,-15,0.29338
ceiling,1,-19,0.277
ceiling,1,13,0.24297
ceiling,0,-28,0.25724
ceiling,0,-21,0.29739
ceiling,1,108,0.36921
ceiling,0,-167,0.09237
ceiling,0,-55,0.176
ceiling,1,-35,0.316
ceiling,1,74,0.30843
ceiling,0,-72,0.2226
ceiling,1,40,0.28479
ceiling,1,37,0.32625
ceiling,1,100,0.32859
ceiling,0,-93,0.20607
ceiling,1,41,0.26056
ceiling,1,50,0.35364
ceiling,1,13,0.29316
ceiling,1,8,0.31644
ceiling,1,48,0.31006
ceiling,1,51,0.33291
ceiling,1,-83,0.23786
ceiling,1,12,0.28036
ceiling,1,-11,0.27788
ceiling,1,19,0.29336
ceiling,1,-35,0.2185
ceiling,0,-74,0.21993
ceiling,0,-124,0.17742
ceiling,1,-6,0.21084
ceiling,1,-8,0.27774
ceiling,0,-88,0.21285
ceiling,1,93,0.34732
ceiling,0,-47,0.19744
ceiling,1,68,0.28073
ceiling,0,-100,0.1969
ceiling,1,44,0.3298
ceiling,0,-42,0.22016
ceiling,0,-227,-0.03097
ceiling,1,33,0.3608
ceiling,0,-50,0.21416
ceiling,1,19,0.32585
ceiling,1,-53,0.25757
ceiling,1,81,0.35632
ceiling,1,14,0.31082
ceiling,0,-88,0.22051
ceiling,0,-97,0.20889
ceiling,1,19,0.28854
ceiling,1,17,0.2771
ceiling,1,-22,0.29438
ceiling,0,-104,0.22808
ceiling,1,38,0.26721
ceiling,1,33,0.32727
ceiling,1,50,0.31907
ceiling,1,21,0.28028
ceiling,1,17,0.23999
ceiling,0,-102,0.23741
ceiling,1,-44,0.23624
ceiling,1,-4,0.30747
ceiling,0,-81,0.15816
ceiling,1,-19,0.18739
ceiling,0,-72,0.23294
ceiling,0,-96,0.20245
ceiling,1,-21,0.33728
ceiling,1,55,0.26496
ceiling,0,-89,0.18082
ceiling,0,-70,0.20278
ceiling,1,31,0.2888
ceiling,1,99,0.30134
ceiling,1,35,0.30636
ceiling,1,-10,0.28492
ceiling,1,-12,0.37912
ceiling,1,9,0.3444
ceiling,1,-27,0.25992
ceiling,1,27,0.33922
ceiling,1,37,0.31312
ceiling,1,-34,0.25229
ceiling,1,6,0.33399
ceiling,1,-13,0.31403
ceiling,1,-51,0.26551
ceiling,1,68,0.3552
ceiling,1,45,0.34276
ceiling,1,4,0.32811
ceiling,1,-73,0.25658
ceiling,1,13,0.30238
ceiling,1,-3,0.32248
ceiling,1,12,0.29974
ceiling,1,-25,0.27691
ceiling,1,-37,0.25715
ceiling,1,1,0.28416
ceiling,1,-43,0.2656
ceiling,1,-58,0.26286
ceiling,1,23,0.25311
ceiling,1,58,0.30069
ceiling,1,-36,0.25034
ceiling,1,-16,0.3425
ceiling,1,15,0.33213
ceiling,0,-43,0.21001
ceiling,1,-21,0.30659
ceiling,0,-146,0.19837
ceiling,1,-22,0.28568
ceiling,0,-72,0.21325
ceiling,0,-91,0.23912
ceiling,0,-87,0.21274
ceiling,1,57,0.32392
ceiling,1,25,0.25226
ceiling,1,57,0.30041
ceiling,1,41,0.31612
ceiling,1,-30,0.23425
ceiling,0,-118,0.22329
ceiling,1,-35,0.26405
ceiling,1,-4,0.33392
ceiling,1,-14,0.31799
ceiling,0,-55,0.26575
ceiling,1,0,0.30507
ceiling,1,-21,0.32489
ceiling,1,-26,0.19625
ceiling,0,-33,0.29251
ceiling,0,-127,0.17911
ceiling,1,14,0.30146
ceiling,1,22,0.31192
ceiling,1,-27,0.29089
ceiling,0,-55,0.31031
ceiling,1,-69,0.2847
ceiling,0,-106,0.26026
ceiling,0,-83,0.23701
ceiling,1,32,0.32746
ceiling,1,35,0.31927
ceiling,1,-25,0.30891
ceiling,1,14,0.26741
ceiling,1,-41,0.29611
ceiling,1,-3,0.33125
ceiling,1,33,0.30768
ceiling,1,49,0.30433
ceiling,1,35,0.31149
ceiling,1,-2,0.29451
ceiling,1,43,0.31913
ceiling,1,30,0.27468
ceiling,0,-142,0.18367
ceiling,0,-136,0.19986
ceiling,0,-145,0.18297
ceiling,1,-53,0.18592
ceiling,0,-88,0.21104
ceiling,1,13,0.28776
ceiling,1,59,0.2963
ceiling,1,-4,0.27309
ceiling,1,-67,0.2393
ceiling,1,-45,0.29278
ceiling,0,-104,0.13677
ceiling,0,-69,0.24962
ceiling,1,-51,0.23389
ceiling,1,75,0.35382
ceiling,0,-151,0.18306
ceiling,1,-57,0.23972
ceiling,1,170,0.33873
ceiling,1,-13,0.31194
ceiling,1,113,0.36405
ceiling,1,1,0.25607
ceiling,0,-95,0.20237
ceiling,0,-112,0.20716
ceiling,1,-39,0.31905
ceiling,1,35,0.27721
ceiling,1,-6,0.32754
ceiling,1,-3,0.31237
ceiling,1,20,0.26252
ceiling,1,37,0.25589
ceiling,1,-38,0.23256
ceiling,0,-139,0.12427
ceiling,1,-55,0.30525
ceiling,1,-10,0.20978
ceiling,0,-88,0.19234
ceiling,1,1,0.34027
ceiling,0,-103,0.13059
ceiling,1,-7,0.30291
ceiling,0,-102,0.20709
ceiling,0,-170,0.17945
ceiling,1,-35,0.25524
ceiling,1,-43,0.28427
ceiling,1,-10,0.23987
ceiling,1,-15,0.29361
ceiling,1,-20,0.21635
ceiling,1,46,0.33465
ceiling,1,-7,0.25426
ceiling,0,-68,0.24881
ceiling,1,-9,0.28065
ceiling,0,-56,0.22325
ceiling,1,-9,0.27966
ceiling,1,16,0.27444
ceiling,1,44,0.26884
ceiling,1,-10,0.32248
ceiling,1,100,0.30992
ceiling,0,-69,0.2147
ceiling,1,-30,0.27479
ceiling,1,-24,0.2279
ceiling,1,-9,0.2922
ceiling,1,-13,0.32174
ceiling,1,11,0.31084
ceiling,1,20,0.24336
ceiling,1,-51,0.30662
ceiling,1,90,0.31186
ceiling,1,-36,0.24751
ceiling,1,4,0.2452
ceiling,1,6,0.26466
ceiling,1,49,0.31005
ceiling,1,78,0.32647
ceiling,1,8,0.34709
ceiling,1,-3,0.27533
ceiling,0,-64,0.22369
ceiling,1,-39,0.32256
ceiling,1,-26,0.27104
ceiling,1,106,0.31724
ceiling,1,-46,0.21546
ceiling,1,-30,0.26789
ceiling,1,-38,0.26184
ceiling,1,6,0.29448
ceiling,1,29,0.31318
ceiling,1,-36,0.17325
ceiling,1,11,0.26563
ceiling,1,23,0.32366
ceiling,0,-63,0.22778
ceiling,1,89,0.34408
ceiling,1,-43,0.27392
ceiling,1,0,0.33484
ceiling,1,-18,0.29273
ceiling,1,-26,0.28067
ceiling,1,-36,0.27259
ceiling,1,20,0.3174
ceiling,1,82,0.33127
ceiling,1,-52,0.28301
ceiling,1,-15,0.30187
ceiling,1,93,0.32646
ceiling,1,-19,0.33926
ceiling,0,-48,0.25652
ceiling,0,-79,0.19644
ceiling,1,24,0.28812
ceiling,0,-132,0.18653
ceiling,1,-33,0.22792
ceiling,1,-28,0.32206
ceiling,1,-22,0.30103
ceiling,0,-66,0.15855
ceiling,1,21,0.26016
ceiling,1,3,0.3191
ceiling,0,-66,0.29004
ceiling,1,-1,0.32135
ceiling,1,-70,0.30861
ceiling,1,30,0.30135
ceiling,1,51,0.29134
ceiling,1,-8,0.29951
ceiling,1,17,0.33542
ceiling,1,33,0.3428
ceiling,0,-79,0.23083
ceiling,1,-19,0.20454
ceiling,1,-4,0.2806
ceiling,1,-10,0.2831
ceiling,1,5,0.31199
ceiling,1,-40,0.29309
ceiling,0,-109,0.19384
ceiling,1,83,0.3386
ceiling,1,-61,0.25409
ceiling,1,-19,0.31659
ceiling,1,24,0.34807
ceiling,1,-13,0.31817
ceiling,1,-70,0.29402
ceiling,1,-76,0.22264
ceiling,1,7,0.3231
ceiling,1,20,0.26345
ceiling,0,-67,0.25255
ceiling,1,-18,0.29568
ceiling,1,19,0.32692
ceiling,0,-135,0.01565
ceiling,0,-96,0.21841
ceiling,0,-176,0.15807
ceiling,1,37,0.27276
ceiling,1,-22,0.26032
ceiling,1,-20,0.21355
ceiling,1,-36,0.26453
ceiling,1,-27,0.28086
ceiling,0,-96,0.19659
ceiling,1,20,0.29642
ceiling,1,62,0.28268
ceiling,1,1,0.28971
ceiling,1,-45,0.2842
ceiling,1,78,0.29485
ceiling,1,-5,0.24724
ceiling,0,-55,0.26482
ceiling,1,-6,0.23426
ceiling,1,29,0.3312
ceiling,0,-94,0.1919
ceiling,1,74,0.37245
ceiling,0,-118,-0.00455
ceiling,0,-92,0.18418
ceiling,1,91,0.33335
ceiling,1,-2,0.32109
ceiling,1,77,0.29666
ceiling,1,16,0.26249
ceiling,1,42,0.31676
ceiling,1,45,0.23769
ceiling,1,10,0.28988
ceiling,0,-85,0.25239
ceiling,1,-39,0.24129
ceiling,1,-28,0.3064
ceiling,1,51,0.26038
ceiling,1,25,0.24891
ceiling,1,46,0.2612
ceiling,1,-25,0.2877
ceiling,0,-44,0.24902
ceiling,1,-74,0.2587
ceiling,1,27,0.32338
ceiling,1,-41,0.26111
ceiling,1,-15,0.24269
ceiling,0,-37,0.23813
ceiling,1,-65,0.2682
ceiling,1,-67,0.26652
ceiling,0,-57,0.20371
ceiling,0,-58,0.25459
ceiling,1,38,0.29414
ceiling,0,-57,0.26072
ceiling,1,-25,0.29766
ceiling,1,-54,0.29113
ceiling,1,4,0.27378
ceiling,1,43,0.31558
ceiling,1,-17,0.26564
ceiling,1,3,0.28872
ceiling,0,-114,0.14032
ceiling,0,-108,0.16308
ceiling,1,25,0.31758
ceiling,1,1,0.24156
ceiling,0,-147,0.14647
ceiling,1,-45,0.2445
ceiling,0,-146,0.21385
ceiling,1,-13,0.2994
ceiling,1,24,0.27774
ceiling,1,5,0.28244
ceiling,1,-4,0.32855
ceiling,1,1,0.261
ceiling,1,83,0.34247
ceiling,1,77,0.32484
ceiling,1,-57,0.25803
ceiling,1,101,0.30767
ceiling,1,-50,0.30161
ceiling,0,-81,0.17113
ceiling,1,-40,0.29907
ceiling,1,-31,0.32787
ceiling,1,57,0.33941
ceiling,1,45,0.28517
ceiling,1,17,0.28542
ceiling,1,23,0.31312
ceiling,1,-31,0.24676
ceiling,1,-29,0.27235
ceiling,1,74,0.35189
ceiling,0,-158,0.18882
ceiling,1,-13,0.28627
ceiling,1,-51,0.23329
ceiling,1,53,0.33889
ceiling,1,101,0.34847
ceiling,1,-54,0.26831
ceiling,1,40,0.30307
ceiling,1,-29,0.25151
ceiling,0,-64,0.23566
ceiling,1,-3,0.35439
ceiling,1,102,0.29496
ceiling,1,-11,0.29755
ceiling,1,-42,0.29248
ceiling,1,2,0.29794
ceiling,0,-141,0.19315
ceiling,1,9,0.24494
ceiling,0,-172,0.17014
ceiling,1,7,0.28899
ceiling,0,-96,0.19853
ceiling,1,-31,0.27211
ceiling,1,-42,0.30515
ceiling,0,-82,0.23998
ceiling,1,-60,0.22791
ceiling,1,18,0.33759
ceiling,1,-29,0.28029
ceiling,1,3,0.31365
ceiling,1,-20,0.28189
ceiling,1,47,0.34417
ceiling,1,-42,0.33254
ceiling,1,-2,0.29269
ceiling,1,94,0.34166
ceiling,1,-44,0.23188
ceiling,0,-72,0.26231
ceiling,1,0,0.19883
ceiling,1,23,0.32402
ceiling,1,50,0.33482
ceiling,1,-51,0.23839
ceiling,1,125,0.33972
ceiling,0,-77,0.24133
ceiling,1,6,0.27339
ceiling,1,45,0.28262
ceiling,1,-37,0.23965
ceiling,0,-78,0.23042
ceiling,0,-38,0.23765
ceiling,1,35,0.31495
ceiling,1,46,0.29587
ceiling,1,-1,0.2411
ceiling,1,-75,0.25279
ceiling,1,16,0.32813
ceiling,1,10,0.26584
ceiling,1,-12,0.28331
ceiling,1,-34,0.24681
ceiling,1,73,0.33591
ceiling,1,121,0.31645
ceiling,1,-32,0.27339
ceiling,1,-93,0.2317
ceiling,1,-20,0.27552
ceiling,1,20,0.33099
ceiling,1,-15,0.28547
ceiling,1,66,0.34747
ceiling,1,-68,0.21047
ceiling,1,82,0.34076
ceiling,1,-58,0.26627
ceiling,1,1,0.19738
ceiling,0,-164,0.09513
ceiling,1,-20,0.28904
ceiling,1,16,0.31545
ceiling,1,6,0.27357
ceiling,0,-98,0.12356
ceiling,0,-48,0.26006
ceiling,0,-45,0.26161
ceiling,1,-5,0.32528
ceiling,1,-15,0.28887
ceiling,1,-38,0.19277
ceiling,1,-35,0.27515
ceiling,1,-5,0.3123
ceiling,1,9,0.3279
ceiling,0,-89,0.27311
ceiling,1,8,0.28021
ceiling,1,-27,0.29264
ceiling,1,37,0.36522
ceiling,0,-53,0.16688
ceiling,1,-5,0.26749
ceiling,0,-96,0.1772
ceiling,1,45,0.26633
ceiling,1,13,0.34239
ceiling,1,-4,0.32428
ceiling,1,33,0.35354
ceiling,1,-52,0.26107
ceiling,1,-63,0.24216
ceiling,1,-4,0.34612
ceiling,1,41,0.32413
ceiling,1,17,0.28097
ceiling,0,-118,0.17454
ceiling,1,-37,0.26404
ceiling,1,-29,0.19788
ceiling,1,33,0.28862
ceiling,0,-50,0.20901
ceiling,0,-126,0.17312
ceiling,1,-5,0.23748
ceiling,1,19,0.27854
ceiling,1,-72,0.27172
ceiling,1,89,0.35881
ceiling,1,-55,0.25841
ceiling,1,67,0.31794
ceiling,0,-70,0.24128
ceiling,1,3,0.25412
ceiling,1,80,0.31368
ceiling,1,-28,0.28444
ceiling,1,-81,0.19193
ceiling,1,-17,0.33272
ceiling,0,-98,0.20339
ceiling,1,85,0.30544
ceiling,0,-72,0.22884
ceiling,1,-1,0.3059
ceiling,1,25,0.28737
ceiling,1,114,0.35743
ceiling,1,-31,0.29565
ceiling,1,92,0.30412
ceiling,1,3,0.32804
ceiling,1,-40,0.26919
ceiling,1,0,0.30185
ceiling,1,12,0.30057
ceiling,1,-29,0.31492
ceiling,1,17,0.26763
ceiling,1,41,0.30762
ceiling,1,-7,0.31328
ceiling,1,3,0.34174
ceiling,1,51,0.30399
ceiling,1,63,0.30183
ceiling,1,-1,0.30297
ceiling,1,-60,0.25215
ceiling,1,-27,0.19758
ceiling,1,-8,0.28242
ceiling,1,14,0.24475
ceiling,1,4,0.33057
ceiling,1,-51,0.29031
ceiling,1,-5,0.24066
ceiling,1,-62,0.29934
ceiling,1,47,0.29445
ceiling,0,-158,0.11509
ceiling,1,-52,0.3092
ceiling,0,-47,0.28562
ceiling,1,30,0.31434
ceiling,1,-59,0.24803
ceiling,1,31,0.34708
ceiling,1,17,0.28265
ceiling,0,-98,0.16475
ceiling,0,-88,0.23551
ceiling,1,-53,0.25097
ceiling,0,-164,0.13964
ceiling,0,-97,0.13042
ceiling,1,66,0.3395
ceiling,0,-51,0.28968
ceiling,1,-37,0.22229
ceiling,1,23,0.30276
ceiling,0,-181,0.08822
ceiling,1,-32,0.25465
ceiling,1,-10,0.28909
ceiling,1,-37,0.21452
ceiling,1,-3,0.29489
ceiling,1,-44,0.24308
ceiling,1,-25,0.24522
ceiling,1,-38,0.28901
ceiling,0,-94,0.19692
ceiling,1,-51,0.24263
ceiling,1,-49,0.27747
ceiling,1,-62,0.33592
ceiling,0,-92,0.20309
ceiling,0,-114,0.15241
ceiling,1,51,0.34954
ceiling,1,-31,0.30567
ceiling,0,-100,0.01496
ceiling,1,5,0.35366
ceiling,1,38,0.24607
ceiling,1,-46,0.30533
ceiling,0,-103,0.19427
ceiling,1,-32,0.25045
ceiling,1,-25,0.30622
ceiling,1,-48,0.21766
ceiling,1,34,0.26401
ceiling,1,57,0.28135
ceiling,1,60,0.30899
ceiling,1,-2,0.28462
ceiling,1,41,0.31737
ceiling,1,5,0.31351
ceiling,1,-45,0.2973
ceiling,1,57,0.28824
ceiling,1,-19,0.28074
ceiling,1,5,0.34141
ceiling,1,1,0.32331
ceiling,1,59,0.28809
ceiling,0,-111,0.21361
ceiling,1,23,0.24646
ceiling,0,-94,0.14538
ceiling,1,-86,0.25198
ceiling,1,65,0.31351
ceiling,1,136,0.36944
ceiling,1,-50,0.16965
ceiling,1,3,0.30912
ceiling,1,1,0.29009
ceiling,1,58,0.29419
ceiling,1,-29,0.2791
ceiling,1,-20,0.21012
ceiling,1,9,0.30544
ceiling,1,-17,0.29083
ceiling,1,-43,0.24857
ceiling,1,-31,0.28387
ceiling,1,-13,0.25516
ceiling,0,-143,0.14285
ceiling,1,134,0.3519
ceiling,0,-98,0.22015
ceiling,1,-41,0.21316
ceiling,1,35,0.29808
ceiling,1,-23,0.33066
ceiling,0,-69,0.26237
ceiling,1,6,0.28236
ceiling,0,-223,0.10254
ceiling,1,62,0.31871
ceiling,1,-47,0.27024
ceiling,1,7,0.32981
ceiling,1,69,0.29531
ceiling,1,-47,0.22849
ceiling,1,64,0.33099
ceiling,1,13,0.25955
ceiling,1,16,0.26061
ceiling,0,-207,-0.07884
ceiling,0,-67,0.21961
ceiling,1,52,0.33625
ceiling,1,-12,0.28349
ceiling,1,11,0.29989
ceiling,1,-42,0.25288
ceiling,1,5,0.31324
ceiling,1,57,0.27124
ceiling,1,-35,0.29117
ceiling,1,67,0.32456
ceiling,1,1,0.30407
ceiling,1,106,0.34329
ceiling,1,40,0.25612
ceiling,1,-16,0.30114
ceiling,0,-64,0.18886
ceiling,0,-71,0.21342
ceiling,1,33,0.25437
ceiling,1,-6,0.32162
ceiling,1,-1,0.27745
ceiling,1,42,0.32136
ceiling,1,-46,0.25339
ceiling,1,23,0.31651
ceiling,1,-110,0.22309
ceiling,1,-12,0.26992
ceiling,1,8,0.22587
ceiling,0,-63,0.22009
ceiling,0,-43,0.23088
ceiling,1,-13,0.21434
ceiling,1,-2,0.31651
ceiling,1,-38,0.3049
ceiling,1,36,0.27401
ceiling,1,4,0.2988
ceiling,1,23,0.31639
ceiling,1,-18,0.20787
ceiling,1,-17,0.31716
ceiling,0,-102,0.15139
ceiling,0,-73,0.20308
ceiling,1,61,0.29194
ceiling,1,82,0.31459
ceiling,1,19,0.33276
ceiling,1,-39,0.27009
ceiling,1,2,0.3255
ceiling,1,70,0.32764
ceiling,1,66,0.3468
ceiling,1,32,0.33127
ceiling,1,-35,0.25979
ceiling,1,124,0.33711
ceiling,1,-35,0.31548
ceiling,1,32,0.33353
ceiling,1,46,0.32546
ceiling,1,-30,0.28835
ceiling,0,-67,0.21133
ceiling,1,-46,0.29291
ceiling,0,-100,0.23931
ceiling,1,-8,0.30998
ceiling,1,-10,0.28054
ceiling,1,14,0.31066
ceiling,1,-22,0.33126
ceiling,0,-183,0.10996
ceiling,1,-25,0.29421
ceiling,1,10,0.33233
ceiling,0,-99,0.20016
ceiling,1,-6,0.33052
ceiling,1,-16,0.30254
ceiling,1,11,0.3079
ceiling,0,-93,0.20404
ceiling,1,-47,0.26371
ceiling,0,-74,0.22921
ceiling,1,-21,0.30638
ceiling,1,-3,0.27029
ceiling,1,67,0.27299
ceiling,1,-5,0.33106
ceiling,0,-78,0.19223
ceiling,1,-13,0.28634
ceiling,1,-16,0.31294
ceiling,0,-31,0.23965
ceiling,1,-14,0.27494
