path,success,hmargin,diralign
distillation,1,-63,0.22952
distillation,1,3,0.31173
distillation,1,2,0.31405
distillation,0,-149,0.08252
distillation,1,130,0.32999
distillation,1,-26,0.28579
distillation,0,-68,0.2273
distillation,1,18,0.32658
distillation,0,-55,0.21743
distillation,0,-80,0.22419
distillation,1,-11,0.27195
distillation,1,-45,0.27957
distillation,0,-60,0.13572
distillation,1,-88,0.24181
distillation,1,11,0.30849
distillation,1,-33,0.27106
distillation,0,-89,0.20511
distillation,0,-116,0.2117
distillation,0,-129,0.17923
distillation,0,-72,0.25068
distillation,0,-61,0.18893
distillation,0,-126,0.13372
distillation,0,-166,0.13634
distillation,0,-39,0.23913
distillation,1,69,0.26719
distillation,1,10,0.31135
distillation,1,60,0.34285
distillation,1,40,0.31407
distillation,1,-4,0.32122
distillation,1,-29,0.33029
distillation,1,-22,0.24791
distillation,1,-39,0.28357
distillation,1,-44,0.30437
distillation,1,-40,0.29597
distillation,0,-73,0.1752
distillation,1,2,0.29235
distillation,1,48,0.32368
distillation,1,1,0.34061
distillation,1,15,0.31171
distillation,1,-43,0.29856
distillation,1,-32,0.22913
distillation,1,35,0.3144
distillation,1,-119,0.2418
distillation,0,-123,0.24118
distillation,1,-11,0.32187
distillation,1,62,0.31167
distillation,1,8,0.32628
distillation,0,-116,0.12822
distillation,0,-69,0.16257
distillation,1,8,0.31157
distillation,1,13,0.25664
distillation,1,11,0.24948
distillation,1,-45,0.2625
distillation,0,-57,0.14559
distillation,1,-2,0.29546
distillation,1,-49,0.28991
distillation,1,-41,0.3112
distillation,1,-33,0.26925
distillation,1,2,0.29604
distillation,1,-32,0.32491
distillation,0,-93,0.24361
distillation,1,3,0.28851
distillation,1,-24,0.28785
distillation,0,-47,0.25919
distillation,1,-15,0.3005
distillation,1,-32,0.26009
distillation,1,-6,0.25345
distillation,1,15,0.25826
distillation,0,-132,0.16969
distillation,1,-37,0.26393
distillation,1,-20,0.31322
distillation,1,2,0.33416
distillation,1,-45,0.29308
distillation,0,-69,0.25657
distillation,1,-15,0.31357
distillation,1,19,0.36709
distillation,1,-24,0.23234
distillation,1,-23,0.22054
distillation,0,-40,0.29112
distillation,1,-18,0.3141
distillation,1,7,0.32829
distillation,1,0,0.28216
distillation,0,-41,0.28724
distillation,1,-62,0.29066
distillation,0,-44,0.26124
distillation,1,6,0.34568
distillation,0,-134,0.1481
distillation,1,-17,0.33215
distillation,1,-13,0.3072
distillation,1,-19,0.24962
distillation,0,-152,0.20392
distillation,1,15,0.30893
distillation,0,-29,0.2355
distillation,1,-23,0.29409
distillation,1,24,0.3408
distillation,1,-53,0.24628
distillation,1,82,0.31916
distillation,0,-69,0.25732
distillation,0,-47,0.31378
distillation,0,-96,0.20472
distillation,0,-187,0.16006
distillation,0,-77,0.22323
distillation,1,-23,0.28473
distillation,1,-21,0.27223
distillation,1,4,0.27057
distillation,1,-41,0.23286
distillation,1,-36,0.28169
distillation,1,37,0.30737
distillation,0,-84,0.16304
distillation,1,13,0.25529
distillation,1,2,0.34157
distillation,1,-21,0.27941
distillation,1,-13,0.29526
distillation,1,26,0.28106
distillation,1,-20,0.29127
distillation,0,-125,0.21771
distillation,1,43,0.30367
distillation,1,38,0.32297
distillation,0,-61,0.21497
distillation,1,-29,0.29027
distillation,1,-12,0.34742
distillation,0,-107,0.20921
distillation,1,-29,0.29265
distillation,0,-54,0.2506
distillation,1,-35,0.25281
distillation,1,-23,0.2692
distillation,1,54,0.31335
distillation,1,-2,0.30356
distillation,0,-105,0.20531
distillation,0,-109,0.20428
distillation,1,-45,0.24921
distillation,1,-13,0.28161
distillation,0,-100,0.12274
distillation,0,-57,0.25694
distillation,1,-76,0.23302
distillation,1,-1,0.28209
distillation,0,-102,0.18242
distillation,0,-24,0.23867
distillation,1,62,0.31799
distillation,1,-9,0.31011
distillation,0,-86,0.22079
distillation,1,-17,0.29459
distillation,1,69,0.31348
distillation,0,-21,0.25708
distillation,1,-53,0.26281
distillation,0,-32,0.23155
distillation,1,38,0.29223
distillation,1,28,0.27508
distillation,1,-43,0.27044
distillation,1,-59,0.20573
distillation,1,-6,0.29297
distillation,1,14,0.24987
distillation,1,-14,0.25072
distillation,0,-36,0.27676
distillation,1,71,0.32046
distillation,0,-117,0.14989
distillation,1,-106,0.27322
distillation,1,-39,0.24918
distillation,0,-86,0.25844
distillation,1,43,0.39485
distillation,1,-11,0.30808
distillation,0,-82,0.22234
distillation,1,-39,0.21512
distillation,1,-16,0.27631
distillation,1,12,0.30895
distillation,1,5,0.22637
distillation,1,57,0.33823
distillation,1,38,0.34779
distillation,1,-40,0.22652
distillation,1,75,0.32764
distillation,1,-1,0.28599
distillation,1,-5,0.27601
distillation,1,42,0.34957
distillation,1,-9,0.32982
distillation,0,-33,0.26382
distillation,1,50,0.27932
distillation,0,-64,0.24039
distillation,0,-59,0.22471
distillation,0,-237,0.07315
distillation,1,-10,0.31322
distillation,1,-38,0.30883
distillation,0,-46,0.23128
distillation,0,-28,0.27603
distillation,1,22,0.38866
distillation,1,-72,0.26833
distillation,1,-52,0.25498
distillation,1,66,0.33875
distillation,0,-80,0.19834
distillation,1,-22,0.29496
distillation,1,-51,0.27243
distillation,1,13,0.2446
distillation,1,-34,0.2481
distillation,1,6,0.28198
distillation,1,-39,0.33427
distillation,1,-67,0.21721
distillation,1,-34,0.25257
distillation,1,-40,0.19537
distillation,1,25,0.2606
distillation,1,-43,0.26962
distillation,0,-47,0.22203
distillation,1,1,0.29712
distillation,1,-4,0.31628
distillation,1,-29,0.33524
distillation,0,-109,0.21872
distillation,1,4,0.31829
distillation,1,27,0.27474
distillation,0,-76,0.24917
distillation,0,-83,0.17034
distillation,0,-161,0.15275
distillation,1,-33,0.19236
distillation,0,-73,0.25235
distillation,0,-124,0.1847
distillation,1,36,0.28669
distillation,0,-137,0.19546
distillation,1,-48,0.27688
distillation,1,-47,0.3004
distillation,0,-66,0.23437
distillation,1,15,0.3428
distillation,1,54,0.32736
distillation,1,17,0.27521
distillation,1,16,0.30636
distillation,1,10,0.27623
distillation,1,14,0.25967
distillation,0,-55,0.22564
distillation,1,86,0.34737
distillation,0,-62,0.24011
distillation,0,-73,0.22967
distillation,1,-36,0.27656
distillation,1,7,0.28405
distillation,1,12,0.27846
distillation,0,-79,0.2234
distillation,1,-61,0.2891
distillation,1,-24,0.27483
distillation,1,-77,0.18864
distillation,0,-71,0.24059
distillation,0,-38,0.17439
distillation,1,-6,0.25196
distillation,1,-12,0.24528
distillation,1,-20,0.27814
distillation,1,-27,0.26072
distillation,1,-56,0.22897
distillation,0,-71,0.21391
distillation,1,117,0.31819
distillation,1,-95,0.20717
distillation,1,-53,0.28285
distillation,1,-75,0.25938
distillation,0,-56,0.18299
distillation,0,-54,0.25409
distillation,1,33,0.28048
distillation,0,-79,0.17738
distillation,0,-59,0.26053
distillation,1,-36,0.26509
distillation,1,11,0.33865
distillation,0,-39,0.27512
distillation,0,-103,0.22081
distillation,1,55,0.33801
distillation,1,-84,0.23747
distillation,1,-7,0.27447
distillation,0,-99,0.27019
distillation,0,-108,0.23186
distillation,0,-126,0.17107
distillation,1,45,0.26023
distillation,0,-26,0.1877
distillation,0,-42,0.26697
distillation,1,-38,0.24417
distillation,0,-102,0.18835
distillation,1,-27,0.26119
distillation,1,-76,0.24955
distillation,1,-17,0.25734
distillation,1,40,0.2664
distillation,1,-28,0.30122
distillation,0,-88,0.20091
distillation,1,-7,0.27681
distillation,0,-40,0.24927
distillation,1,-32,0.2637
distillation,1,50,0.34693
distillation,1,17,0.30087
distillation,1,-27,0.26602
distillation,1,22,0.32707
distillation,1,8,0.27146
distillation,1,12,0.2401
distillation,1,70,0.32652
distillation,1,6,0.23941
distillation,0,-120,0.19754
distillation,1,5,0.27846
distillation,1,25,0.32648
distillation,0,-106,0.16663
distillation,1,-61,0.20677
distillation,1,-37,0.23879
distillation,1,-6,0.28324
distillation,1,42,0.24805
distillation,1,-33,0.29204
distillation,1,17,0.31684
distillation,1,12,0.32814
distillation,0,-157,0.19916
distillation,1,17,0.34778
distillation,1,-17,0.33217
distillation,1,6,0.27155
distillation,1,-4,0.24887
distillation,1,18,0.30834
distillation,0,-92,0.21546
distillation,1,-44,0.24377
distillation,1,12,0.28498
distillation,0,-74,0.21713
distillation,0,-110,0.18905
distillation,1,72,0.29614
distillation,1,-5,0.30514
distillation,1,44,0.33223
distillation,1,-14,0.28973
distillation,1,-15,0.32854
distillation,1,3,0.33174
distillation,1,-20,0.32892
distillation,0,-66,0.21871
distillation,1,-39,0.27097
distillation,1,40,0.32652
distillation,0,-78,0.25854
distillation,0,-101,0.24138
distillation,1,45,0.3042
distillation,0,-38,0.25589
distillation,0,-56,0.27927
distillation,1,0,0.28353
distillation,1,56,0.31756
distillation,1,34,0.24121
distillation,0,-85,0.25176
distillation,1,69,0.29782
distillation,0,-39,0.26557
distillation,1,-22,0.29212
distillation,1,-50,0.22189
distillation,1,-52,0.23781
distillation,1,-16,0.28248
distillation,0,-88,0.18908
distillation,1,21,0.31158
distillation,1,-40,0.31821
distillation,1,68,0.36455
distillation,1,22,0.26619
distillation,1,3,0.32196
distillation,1,48,0.33702
distillation,1,39,0.34634
distillation,0,-62,0.15167
distillation,1,-68,0.24693
distillation,1,-21,0.30987
distillation,1,-7,0.24253
distillation,1,-47,0.28192
distillation,0,-48,0.2404
distillation,1,1,0.25621
distillation,1,24,0.28189
distillation,1,-34,0.27388
distillation,1,-21,0.2836
distillation,0,-67,0.24992
distillation,0,-64,0.27257
distillation,1,-24,0.32172
distillation,1,45,0.27291
distillation,0,-86,0.19822
distillation,1,8,0.30762
distillation,1,-64,0.26137
distillation,1,-52,0.26489
distillation,0,-61,0.2644
distillation,0,-45,0.25526
distillation,1,18,0.31024
distillation,1,16,0.33229
distillation,1,15,0.28909
distillation,1,18,0.32058
distillation,0,-75,0.25288
distillation,0,-52,0.20871
distillation,0,-52,0.24071
distillation,1,16,0.26623
distillation,0,-114,0.20464
distillation,0,-51,0.27274
distillation,0,-48,0.19071
distillation,1,-14,0.23052
distillation,1,-33,0.27292
distillation,1,-7,0.23669
distillation,1,-36,0.27996
distillation,0,-127,0.23161
distillation,1,-23,0.29812
distillation,1,-19,0.16956
distillation,1,-4,0.2708
distillation,1,-35,0.24452
distillation,0,-117,0.21719
distillation,0,-50,0.2557
distillation,1,-18,0.30564
distillation,0,-100,0.19717
distillation,1,-49,0.26933
distillation,0,-176,0.09234
distillation,1,18,0.27691
distillation,1,28,0.31632
distillation,1,-41,0.27654
distillation,1,-7,0.24085
distillation,1,-45,0.27743
distillation,0,-93,0.23574
distillation,1,17,0.28102
distillation,1,-12,0.31351
distillation,0,-143,0.17257
distillation,0,-64,0.24041
distillation,0,-103,0.16401
distillation,1,-58,0.29613
distillation,1,7,0.23799
distillation,0,-67,0.2091
distillation,1,105,0.30179
distillation,1,17,0.27605
distillation,1,-5,0.24569
distillation,0,-76,0.2405
distillation,1,80,0.30649
distillation,1,22,0.29878
distillation,1,-5,0.3299
distillation,1,-19,0.19862
distillation,1,-1,0.32253
distillation,1,6,0.30087
distillation,1,-22,0.23267
distillation,1,70,0.32314
distillation,0,-59,0.25931
distillation,1,-8,0.23892
distillation,0,-109,0.16707
distillation,1,1,0.30432
distillation,1,13,0.28964
distillation,1,6,0.26223
distillation,0,-84,0.18475
distillation,1,4,0.29642
distillation,1,-39,0.20693
distillation,1,50,0.28307
distillation,1,-40,0.26821
distillation,1,-6,0.23499
distillation,1,-29,0.25506
distillation,1,-8,0.24217
distillation,1,-34,0.35437
distillation,1,-55,0.28777
distillation,0,-186,0.17184
distillation,0,-84,0.19549
distillation,1,-17,0.35823
distillation,0,-59,0.22963
distillation,1,-19,0.21174
distillation,1,-37,0.27026
distillation,1,23,0.35053
distillation,1,-17,0.34778
distillation,1,-9,0.31386
distillation,1,-93,0.23876
distillation,1,-16,0.23895
distillation,1,46,0.34405
distillation,0,-115,0.22219
distillation,0,-99,0.23239
distillation,1,-18,0.28431
distillation,1,-12,0.25856
distillation,0,-84,0.2181
distillation,1,27,0.31651
distillation,0,-72,0.19905
distillation,0,-68,0.26063
distillation,1,-9,0.26877
distillation,1,-55,0.2047
distillation,1,63,0.31328
distillation,1,81,0.30681
distillation,1,50,0.28856
distillation,1,-30,0.29576
distillation,0,-50,0.28943
distillation,1,-26,0.25884
distillation,1,21,0.28673
distillation,0,-41,0.2736
distillation,0,-30,0.30722
distillation,1,-3,0.32576
distillation,1,44,0.38819
distillation,1,-76,0.27294
distillation,0,-56,0.2394
distillation,1,62,0.26427
distillation,0,-67,0.25839
distillation,1,-11,0.30556
distillation,1,14,0.36556
distillation,1,15,0.28935
distillation,0,-152,0.18606
distillation,1,-41,0.2716
distillation,0,-163,0.1378
distillation,0,-83,0.21922
distillation,1,6,0.32774
distillation,1,-54,0.27425
distillation,1,60,0.29221
distillation,0,-40,0.25426
distillation,1,48,0.34853
distillation,1,-26,0.23808
distillation,1,-16,0.30225
distillation,1,51,0.35738
distillation,1,-28,0.24756
distillation,1,58,0.28879
distillation,1,58,0.35968
distillation,0,-65,0.1819
distillation,1,16,0.28619
distillation,1,78,0.31506
distillation,1,84,0.3187
distillation,1,34,0.33279
distillation,1,-50,0.30468
distillation,1,13,0.30438
distillation,1,-25,0.24137
distillation,1,-9,0.29767
distillation,1,-57,0.29981
distillation,1,-37,0.26809
distillation,0,-68,0.24514
distillation,1,-3,0.26186
distillation,1,23,0.33401
distillation,0,-78,0.23273
distillation,0,-116,0.18053
distillation,0,-89,0.2171
distillation,1,61,0.36837
distillation,1,84,0.3133
distillation,1,60,0.32414
distillation,1,-32,0.27803
distillation,1,116,0.33963
distillation,0,-113,0.17981
distillation,1,-105,0.2617
distillation,1,33,0.30476
distillation,1,3,0.26971
distillation,1,-78,0.23327
distillation,1,-36,0.29036
distillation,1,-33,0.28371
distillation,1,-12,0.24821
distillation,1,26,0.28743
distillation,1,11,0.29674
distillation,1,-15,0.33887
distillation,1,-16,0.26205
distillation,1,36,0.31705
distillation,1,25,0.34915
distillation,0,-91,0.22313
distillation,1,9,0.23808
distillation,1,-3,0.24728
distillation,1,-20,0.27502
distillation,0,-67,0.23957
distillation,0,-118,0.17599
distillation,1,42,0.27657
distillation,1,-30,0.25489
distillation,1,53,0.28077
distillation,0,-55,0.25736
distillation,1,84,0.29668
distillation,1,-3,0.24121
distillation,1,55,0.31112
distillation,1,124,0.31353
distillation,1,69,0.28739
distillation,1,67,0.36391
distillation,1,12,0.26829
distillation,1,34,0.29608
distillation,1,20,0.33524
distillation,0,-76,0.28406
distillation,0,-178,0.02301
distillation,1,-41,0.17776
distillation,1,-106,0.25672
distillation,1,10,0.22401
distillation,1,-66,0.29901
distillation,1,34,0.25424
distillation,1,-55,0.21889
distillation,1,-10,0.25491
distillation,1,9,0.28031
distillation,0,-72,0.2217
distillation,1,-28,0.20498
distillation,1,-27,0.23185
distillation,1,-13,0.30629
distillation,0,-95,0.15135
distillation,1,11,0.33333
distillation,1,-20,0.31593
distillation,1,-25,0.21675
distillation,1,-67,0.26688
distillation,1,-13,0.29881
distillation,1,-7,0.26149
distillation,1,16,0.3136
distillation,1,81,0.25761
distillation,1,-73,0.26928
distillation,1,52,0.28485
distillation,1,-3,0.32423
distillation,1,-39,0.24214
distillation,1,-54,0.1938
distillation,1,-28,0.26451
distillation,1,-13,0.339
distillation,1,15,0.3133
distillation,1,-42,0.28407
distillation,1,62,0.31033
distillation,1,-13,0.24946
distillation,1,57,0.36831
distillation,1,-12,0.28877
distillation,0,-39,0.21476
distillation,0,-104,0.18441
distillation,0,-88,0.17536
distillation,1,-1,0.31606
distillation,0,-105,0.18625
distillation,1,23,0.29237
distillation,1,-20,0.25775
distillation,0,-177,-0.04042
distillation,0,-25,0.30914
distillation,0,-49,0.2913
distillation,1,10,0.33323
distillation,1,-28,0.3011
distillation,1,42,0.30866
distillation,1,-3,0.33354
distillation,1,-20,0.3202
distillation,1,3,0.30475
distillation,1,-2,0.29925
distillation,1,-12,0.2747
distillation,1,-36,0.26366
distillation,1,4,0.33444
distillation,1,-24,0.29986
distillation,0,-176,0.07714
distillation,1,-11,0.28335
distillation,1,-67,0.24269
distillation,1,-66,0.27625
distillation,0,-108,0.17421
distillation,1,-3,0.36124
distillation,1,-40,0.29698
distillation,1,-17,0.30006
distillation,1,-2,0.34353
distillation,1,-64,0.23027
distillation,1,19,0.33822
distillation,1,-42,0.24607
distillation,1,32,0.35314
distillation,0,-82,0.24928
distillation,0,-41,0.27731
distillation,1,2,0.29341
distillation,1,8,0.3402
distillation,1,-49,0.2951
distillation,1,-3,0.33171
distillation,0,-93,0.17874
distillation,0,-56,0.19072
distillation,1,14,0.27848
distillation,0,-111,0.2
distillation,1,-30,0.30276
distillation,0,-193,0.10123
distillation,0,-50,0.22614
distillation,1,-3,0.32712
distillation,0,-67,0.20344
distillation,0,-65,0.245
distillation,1,31,0.30482
distillation,1,-6,0.28761
distillation,1,55,0.28295
distillation,1,44,0.28233
distillation,1,-77,0.28111
distillation,0,-92,0.18435
distillation,1,-18,0.31724
distillation,1,-14,0.29351
distillation,1,-98,0.22954
distillation,1,-14,0.31966
distillation,0,-35,0.26711
distillation,0,-140,0.22999
distillation,0,-56,0.17859
distillation,1,17,0.24198
distillation,1,61,0.27214
distillation,0,-124,0.15363
distillation,0,-130,0.22979
distillation,1,49,0.31998
distillation,0,-55,0.22
distillation,1,10,0.27789
distillation,1,-12,0.27527
distillation,1,-55,0.23821
distillation,0,-101,0.23053
distillation,1,9,0.31353
distillation,1,78,0.30156
distillation,1,66,0.29603
distillation,1,-15,0.19255
distillation,1,-37,0.26324
distillation,0,-74,0.24959
distillation,1,-30,0.27785
distillation,1,-16,0.27759
distillation,1,29,0.28471
distillation,1,45,0.31894
distillation,1,57,0.31943
distillation,1,-38,0.2936
distillation,0,-136,0.11143
distillation,1,-13,0.30672
distillation,1,-13,0.27087
distillation,1,3,0.30324
distillation,0,-81,0.26985
distillation,1,-22,0.26958
distillation,1,-55,0.26404
distillation,1,35,0.29332
distillation,1,-10,0.27941
distillation,0,-87,0.20384
distillation,1,74,0.37549
distillation,1,8,0.27015
distillation,1,14,0.20453
distillation,1,52,0.33548
distillation,1,-74,0.21829
distillation,0,-77,0.15698
distillation,1,-5,0.31037
distillation,1,-27,0.29665
distillation,1,-55,0.33503
distillation,1,-47,0.27976
distillation,1,-39,0.21819
distillation,1,-29,0.28669
distillation,1,-41,0.28341
distillation,1,-66,0.26501
distillation,0,-166,0.10567
distillation,1,33,0.32883
distillation,1,-56,0.22812
distillation,0,-96,0.19421
distillation,1,7,0.33837
distillation,0,-47,0.23447
distillation,1,-31,0.23233
distillation,0,-75,0.20583
distillation,0,-57,0.24558
distillation,0,-51,0.1872
distillation,1,-31,0.27459
distillation,0,-69,0.21365
distillation,1,-25,0.27193
distillation,1,-40,0.26125
distillation,0,-102,0.188
distillation,1,-51,0.21255
distillation,1,-36,0.2369
distillation,1,-10,0.24266
distillation,0,-41,0.26956
distillation,1,-46,0.25491
distillation,1,-19,0.2746
distillation,0,-72,0.25104
distillation,1,-26,0.29749
distillation,0,-96,0.22042
distillation,1,19,0.30196
distillation,0,-71,0.22563
distillation,0,-68,0.27479
distillation,0,-58,0.20185
distillation,1,75,0.3418
distillation,1,-37,0.28487
distillation,1,-68,0.27415
distillation,1,-7,0.33593
distillation,0,-131,0.20112
distillation,1,-58,0.30387
distillation,1,28,0.3139
distillation,1,-9,0.33193
distillation,1,34,0.33054
distillation,0,-45,0.29302
distillation,0,-63,0.27285
distillation,0,-111,0.14142
distillation,1,-43,0.22956
distillation,1,83,0.29833
distillation,1,28,0.30522
distillation,1,33,0.2922
distillation,0,-177,0.06801
distillation,0,-66,0.23281
distillation,1,-13,0.2657
distillation,0,-24,0.28041
distillation,0,-55,0.2277
distillation,1,44,0.3653
distillation,0,-112,0.14128
distillation,0,-127,0.23292
distillation,0,-82,0.23821
distillation,0,-105,0.22639
distillation,1,-40,0.27264
distillation,1,49,0.32644
distillation,1,-20,0.31168
distillation,0,-91,0.21802
distillation,0,-28,0.24653
distillation,0,-104,0.21584
distillation,1,80,0.32586
distillation,1,-26,0.26687
distillation,1,2,0.2673
distillation,1,31,0.29639
distillation,1,-30,0.29836
distillation,1,26,0.29271
distillation,1,55,0.31796
distillation,1,16,0.28848
distillation,1,-25,0.2295
distillation,0,-75,0.26014
distillation,0,-64,0.25735
distillation,0,-62,0.23252
distillation,1,-75,0.25641
distillation,1,-26,0.23469
distillation,1,-32,0.26802
distillation,1,5,0.27015
distillation,0,-191,0.17971
distillation,1,87,0.33541
distillation,0,-135,0.12617
distillation,1,9,0.32671
distillation,1,-20,0.26051
distillation,1,41,0.33983
distillation,0,-79,0.22003
distillation,0,-43,0.26693
distillation,0,-126,0.20213
distillation,1,58,0.32866
distillation,1,-2,0.27754
distillation,1,-64,0.26175
distillation,1,-12,0.26196
distillation,1,-23,0.31627
distillation,1,-1,0.32292
distillation,1,-10,0.2741
distillation,1,-32,0.27871
distillation,0,-48,0.23755
distillation,0,-56,0.22415
distillation,1,-11,0.2658
distillation,1,-16,0.27688
distillation,1,-8,0.29974
distillation,1,-1,0.30689
distillation,1,-18,0.27119
distillation,1,13,0.33239
distillation,0,-81,0.20433
distillation,1,36,0.2999
distillation,1,39,0.28066
distillation,0,-121,0.23073
distillation,1,-63,0.27666
distillation,1,-46,0.29072
distillation,1,61,0.3381
distillation,0,-46,0.25929
distillation,1,-1,0.30546
distillation,1,28,0.32672
distillation,1,-50,0.29385
distillation,1,6,0.28031
distillation,1,11,0.3077
distillation,1,-39,0.27767
distillation,1,-58,0.27757
distillation,0,-62,0.25393
distillation,1,-1,0.31528
distillation,0,-81,0.18111
distillation,0,-103,0.19797
distillation,1,64,0.34794
distillation,1,-94,0.20407
distillation,1,-67,0.25044
distillation,1,64,0.34866
distillation,1,31,0.24572
distillation,0,-77,0.18126
distillation,1,28,0.27379
distillation,1,26,0.28456
distillation,1,-19,0.24855
distillation,0,-81,0.1986
distillation,1,59,0.30775
distillation,0,-104,0.08446
distillation,0,-71,0.16276
distillation,1,86,0.29809
distillation,1,17,0.32734
distillation,1,40,0.28006
distillation,1,-27,0.27154
distillation,1,3,0.25369
distillation,1,7,0.29213
distillation,1,-24,0.23118
distillation,0,-74,0.22953
distillation,1,18,0.328
distillation,1,1,0.29022
distillation,1,27,0.32149
distillation,1,-54,0.27622
distillation,0,-75,0.22717
distillation,1,-2,0.25429
distillation,1,-6,0.33797
distillation,1,78,0.30556
distillation,1,2,0.32235
distillation,1,-3,0.24029
distillation,1,-22,0.27117
distillation,1,-4,0.25427
distillation,0,-48,0.26916
distillation,1,-30,0.29575
distillation,1,-12,0.30914
distillation,1,-28,0.28887
distillation,0,-91,0.22467
distillation,1,-26,0.29379
distillation,1,2,0.28144
distillation,1,24,0.26512
distillation,1,-37,0.2823
distillation,0,-134,0.15695
distillation,1,-22,0.24323
distillation,1,-94,0.20996
distillation,1,34,0.29374
distillation,1,-45,0.21632
distillation,1,-49,0.296
distillation,1,-50,0.26497
distillation,1,0,0.29321
distillation,1,25,0.29525
distillation,0,-88,0.03076
distillation,1,75,0.33129
distillation,1,-25,0.285
distillation,0,-61,0.21299
distillation,1,-93,0.28988
distillation,1,55,0.32995
distillation,1,-16,0.30133
distillation,1,-9,0.26911
distillation,0,-45,0.28691
distillation,1,-10,0.2763
distillation,1,-40,0.26656
distillation,1,48,0.27206
distillation,1,39,0.34531
distillation,1,-39,0.27721
distillation,1,-20,0.25308
distillation,1,-60,0.26297
distillation,0,-99,0.22767
distillation,1,94,0.29422
distillation,1,-39,0.26181
distillation,1,17,0.3526
distillation,0,-103,0.21886
distillation,1,-72,0.2738
distillation,0,-57,0.22591
distillation,1,9,0.31257
distillation,1,-3,0.31229
distillation,1,-29,0.27345
distillation,1,33,0.26764
distillation,1,-35,0.2386
distillation,1,11,0.30372
distillation,1,35,0.26966
distillation,0,-65,0.26756
distillation,1,-56,0.29166
distillation,1,-78,0.27197
distillation,1,4,0.36131
distillation,1,-50,0.24274
distillation,1,8,0.30481
distillation,0,-93,0.21405
distillation,0,-95,0.23563
distillation,1,-36,0.31374
distillation,0,-53,0.13921
distillation,0,-73,0.18988
distillation,1,-38,0.27964
distillation,1,31,0.29181
distillation,1,-4,0.29642
distillation,1,29,0.30406
distillation,0,-114,0.23209
distillation,1,13,0.33007
distillation,1,46,0.35373
distillation,0,-98,0.1753
distillation,1,29,0.31866
distillation,0,-73,0.23343
distillation,1,-39,0.23273
distillation,0,-51,0.28378
distillation,1,25,0.27393
distillation,1,61,0.30718
distillation,1,19,0.30708
distillation,1,-31,0.32252
distillation,1,-41,0.21957
distillation,1,-44,0.30117
distillation,1,-59,0.27865
distillation,1,-38,0.25815
distillation,0,-33,0.2898
distillation,1,-12,0.31059
distillation,0,-123,0.20964
distillation,0,-72,0.2252
distillation,0,-56,0.2508
distillation,0,-128,0.18263
distillation,0,-60,0.22061
distillation,1,-5,0.2574
distillation,1,40,0.3114
distillation,1,-5,0.30298
distillation,0,-186,0.10381
distillation,1,6,0.24504
distillation,1,-44,0.26744
distillation,1,-5,0.29278
distillation,0,-119,0.2095
distillation,1,16,0.27905
distillation,1,6,0.27828
distillation,0,-50,0.23303
distillation,1,-24,0.23534
distillation,1,-86,0.19796
distillation,0,-97,0.20623
distillation,0,-49,0.24491
distillation,0,-122,0.2407
distillation,0,-104,0.22577
distillation,1,-58,0.2655
distillation,1,51,0.30041
distillation,0,-86,0.24184
distillation,0,-28,0.18336
distillation,1,62,0.32553
distillation,1,18,0.33831
distillation,0,-130,0.13112
distillation,1,9,0.36005
distillation,0,-114,0.21858
distillation,1,-1,0.31283
distillation,1,43,0.33202
distillation,0,-152,0.13324
distillation,1,27,0.2736
distillation,1,-30,0.23066
distillation,1,36,0.31873
distillation,1,-31,0.17552
distillation,1,5,0.29878
distillation,1,10,0.29322
distillation,1,39,0.29548
distillation,1,12,0.23228
distillation,1,-34,0.22291
distillation,1,22,0.3138
distillation,1,-80,0.26276
distillation,1,75,0.32749
distillation,0,-75,0.18465
distillation,0,-83,0.25347
distillation,1,-41,0.27629
distillation,1,12,0.29881
distillation,1,1,0.27387
distillation,1,-4,0.2553
distillation,1,-44,0.23979
distillation,0,-88,0.22649
distillation,1,-60,0.24128
distillation,1,-2,0.28801
distillation,1,-9,0.26932
distillation,0,-50,0.18202
distillation,1,-6,0.29491
distillation,1,-68,0.26812
distillation,1,-50,0.26716
distillation,1,-19,0.28918
distillation,1,6,0.28656
distillation,1,-23,0.2581
distillation,1,-12,0.30175
distillation,1,-39,0.31287
distillation,1,-41,0.28406
distillation,1,-18,0.24705
distillation,0,-161,0.12575
distillation,0,-53,0.22349
distillation,1,-45,0.26456
distillation,0,-59,0.2463
distillation,1,-12,0.27147
distillation,1,-40,0.22466
distillation,1,-52,0.261
distillation,1,-6,0.3224
distillation,0,-57,0.2168
distillation,1,-48,0.28504
distillation,1,10,0.31786
distillation,1,-75,0.25872
distillation,1,0,0.31592
distillation,1,-25,0.24131
distillation,1,-6,0.30446
distillation,1,-8,0.27531
distillation,1,-29,0.28617
distillation,1,-27,0.30374
distillation,1,-14,0.33976
distillation,1,-49,0.28699
distillation,0,-28,0.2791
distillation,0,-50,0.27553
distillation,0,-57,0.29306
distillation,0,-53,0.25589
distillation,1,-13,0.24499
distillation,0,-66,0.25652
distillation,0,-49,0.23866
distillation,1,-10,0.29183
distillation,1,-23,0.29082
distillation,1,18,0.28266
distillation,1,33,0.38705
distillation,0,-87,0.18508
distillation,0,-47,0.25249
distillation,0,-154,0.11981
distillation,1,-24,0.28203
distillation,1,12,0.27918
distillation,0,-74,0.24293
distillation,1,-16,0.29916
