path,stage,val_bin,count
head-adapt,z,-0.03789,65452
head-adapt,z,-0.035892,69990
head-adapt,z,-0.033894,75815
head-adapt,z,-0.031896,80754
head-adapt,z,-0.029898,85611
head-adapt,z,-0.0279,90652
head-adapt,z,-0.025902,95431
head-adapt,z,-0.023904,100197
head-adapt,z,-0.021906,104783
head-adapt,z,-0.019908,108958
head-adapt,z,-0.01791,112807
head-adapt,z,-0.015912,116877
head-adapt,z,-0.013914,119791
head-adapt,z,-0.011916,122400
head-adapt,z,-0.009918,124161
head-adapt,z,-0.00792,126276
head-adapt,z,-0.005922,127358
head-adapt,z,-0.003924,129006
head-adapt,z,-0.001926,129252
head-adapt,z,7.2e-05,128954
head-adapt,z,0.00207,128899
head-adapt,z,0.004068,128336
head-adapt,z,0.006066,126840
head-adapt,z,0.008063,124244
head-adapt,z,0.010061,121733
head-adapt,z,0.012059,119233
head-adapt,z,0.014057,115560
head-adapt,z,0.016055,111913
head-adapt,z,0.018053,108440
head-adapt,z,0.020051,103707
head-adapt,z,0.022049,99887
head-adapt,z,0.024047,94951
head-adapt,z,0.026045,90274
head-adapt,z,0.028043,85268
head-adapt,z,0.030041,80166
head-adapt,z,0.032039,75190
head-adapt,z,0.034037,70323
head-adapt,z,0.036035,65284
head-adapt,z,0.038033,60196
head-adapt,z,0.040031,55888
head-adapt,z,0.042029,51159
head-adapt,z,0.044027,46579
head-adapt,z,0.046025,42371
head-adapt,z,0.048023,38465
head-adapt,z,0.050021,34842
head-adapt,z,0.052019,31428
head-adapt,z,0.054016,28190
head-adapt,z,0.056014,24877
head-adapt,z,0.058012,22247
head-adapt,z,0.06001,19443
head-adapt,z,0.062008,17399
head-adapt,z,0.064006,15103
head-adapt,z,0.066004,13175
head-adapt,z,0.068002,11508
head-adapt,z,0.07,9874
head-adapt,z,0.071998,8425
head-adapt,z,0.073996,7201
head-adapt,z,0.075994,6138
head-adapt,z,0.077992,5284
