path,bit,flip_frac
head-adapt,219,0.1742
head-adapt,220,0.1548
head-adapt,221,0.1736
head-adapt,222,0.169
head-adapt,223,0.1866
head-adapt,224,0.1954
head-adapt,225,0.196
head-adapt,226,0.1484
head-adapt,227,0.1682
head-adapt,228,0.1712
head-adapt,229,0.1696
head-adapt,230,0.1878
head-adapt,231,0.1698
head-adapt,232,0.1946
head-adapt,233,0.1806
head-adapt,234,0.1912
head-adapt,235,0.1728
head-adapt,236,0.1932
head-adapt,237,0.1766
head-adapt,238,0.2026
head-adapt,239,0.1948
head-adapt,240,0.1572
head-adapt,241,0.1814
head-adapt,242,0.1484
head-adapt,243,0.148
head-adapt,244,0.1638
head-adapt,245,0.1762
head-adapt,246,0.1874
head-adapt,247,0.1628
head-adapt,248,0.1792
head-adapt,249,0.1832
head-adapt,250,0.1828
head-adapt,251,0.1828
head-adapt,252,0.1666
head-adapt,253,0.1824
head-adapt,254,0.191
head-adapt,255,0.1828
head-adapt,256,0.1818
head-adapt,257,0.1774
head-adapt,258,0.1744
head-adapt,259,0.1722
head-adapt,260,0.185
head-adapt,261,0.1728
head-adapt,262,0.1356
head-adapt,263,0.1742
head-adapt,264,0.1866
head-adapt,265,0.1868
head-adapt,266,0.1742
head-adapt,267,0.1938
head-adapt,268,0.1778
head-adapt,269,0.1944
head-adapt,270,0.1692
head-adapt,271,0.1838
head-adapt,272,0.153
head-adapt,273,0.17
head-adapt,274,0.1692
head-adapt,275,0.1828
head-adapt,276,0.1562
head-adapt,277,0.1614
head-adapt,278,0.177
head-adapt,279,0.1764
head-adapt,280,0.153
head-adapt,281,0.2126
head-adapt,282,0.1842
head-adapt,283,0.1618
head-adapt,284,0.1768
head-adapt,285,0.1556
head-adapt,286,0.196
head-adapt,287,0.1642
head-adapt,288,0.1756
head-adapt,289,0.1716
head-adapt,290,0.1934
head-adapt,291,0.1512
head-adapt,292,0.1996
head-adapt,293,0.178
head-adapt,294,0.2014
head-adapt,295,0.1464
head-adapt,296,0.207
head-adapt,297,0.1736
head-adapt,298,0.1808
head-adapt,299,0.182
head-adapt,300,0.1936
head-adapt,301,0.188
head-adapt,302,0.1828
head-adapt,303,0.1436
head-adapt,304,0.1684
head-adapt,305,0.16
head-adapt,306,0.1742
head-adapt,307,0.19
head-adapt,308,0.1724
head-adapt,309,0.1698
head-adapt,310,0.1876
head-adapt,311,0.1724
head-adapt,312,0.189
head-adapt,313,0.1916
head-adapt,314,0.1786
head-adapt,315,0.1746
head-adapt,316,0.1438
head-adapt,317,0.2064
head-adapt,318,0.1796
head-adapt,319,0.175
head-adapt,320,0.164
head-adapt,321,0.1826
head-adapt,322,0.1848
head-adapt,323,0.1778
head-adapt,324,0.173
head-adapt,325,0.1678
head-adapt,326,0.1534
head-adapt,327,0.2166
head-adapt,328,0.1472
head-adapt,329,0.1766
head-adapt,330,0.1884
head-adapt,331,0.1924
head-adapt,332,0.1972
head-adapt,333,0.147
head-adapt,334,0.2138
head-adapt,335,0.1858
head-adapt,336,0.1542
head-adapt,337,0.1766
head-adapt,338,0.1642
head-adapt,339,0.174
head-adapt,340,0.1574
head-adapt,341,0.1814
head-adapt,342,0.1844
head-adapt,343,0.1716
head-adapt,344,0.1548
head-adapt,345,0.169
head-adapt,346,0.184
head-adapt,347,0.2106
head-adapt,348,0.1906
head-adapt,349,0.1802
head-adapt,350,0.1416
head-adapt,351,0.1944
head-adapt,352,0.1808
head-adapt,353,0.1512
head-adapt,354,0.1812
head-adapt,355,0.1914
head-adapt,356,0.172
head-adapt,357,0.1568
head-adapt,358,0.182
head-adapt,359,0.1778
head-adapt,360,0.192
head-adapt,361,0.1504
head-adapt,362,0.179
head-adapt,363,0.1486
head-adapt,364,0.1828
head-adapt,365,0.1754
head-adapt,366,0.1774
head-adapt,367,0.193
head-adapt,368,0.1718
head-adapt,369,0.1914
head-adapt,370,0.1802
head-adapt,371,0.1652
head-adapt,372,0.1896
head-adapt,373,0.1914
head-adapt,374,0.1614
head-adapt,375,0.1892
head-adapt,376,0.1554
head-adapt,377,0.1698
head-adapt,378,0.1882
head-adapt,379,0.1802
head-adapt,380,0.1912
head-adapt,381,0.2116
head-adapt,382,0.141
head-adapt,383,0.1686
head-adapt,384,0.1916
head-adapt,385,0.1768
head-adapt,386,0.187
head-adapt,387,0.1492
head-adapt,388,0.1724
head-adapt,389,0.1824
head-adapt,390,0.1684
head-adapt,391,0.184
head-adapt,392,0.191
head-adapt,393,0.1824
head-adapt,394,0.1402
head-adapt,395,0.1496
head-adapt,396,0.1706
head-adapt,397,0.156
head-adapt,398,0.1806
head-adapt,399,0.1776
head-adapt,400,0.1578
head-adapt,401,0.1846
head-adapt,402,0.1542
head-adapt,403,0.167
head-adapt,404,0.1812
head-adapt,405,0.1634
head-adapt,406,0.1688
head-adapt,407,0.1672
head-adapt,408,0.1674
head-adapt,409,0.1738
head-adapt,410,0.1762
head-adapt,411,0.203
head-adapt,412,0.187
head-adapt,413,0.1478
head-adapt,414,0.2112
head-adapt,415,0.1994
head-adapt,416,0.1648
head-adapt,417,0.1804
head-adapt,418,0.2034
head-adapt,419,0.1704
head-adapt,420,0.1806
head-adapt,421,0.1878
head-adapt,422,0.1434
head-adapt,423,0.2102
head-adapt,424,0.1722
head-adapt,425,0.1834
head-adapt,426,0.1854
head-adapt,427,0.183
head-adapt,428,0.1764
head-adapt,429,0.1672
head-adapt,430,0.1534
head-adapt,431,0.1724
head-adapt,432,0.1824
head-adapt,433,0.1386
head-adapt,434,0.142
head-adapt,435,0.1592
head-adapt,436,0.1638
head-adapt,437,0.1788
head-adapt,438,0.1578
head-adapt,439,0.168
head-adapt,440,0.1742
head-adapt,441,0.1894
head-adapt,442,0.1594
head-adapt,443,0.1786
head-adapt,444,0.1504
head-adapt,445,0.1826
head-adapt,446,0.2258
head-adapt,447,0.177
head-adapt,448,0.1964
head-adapt,449,0.1708
head-adapt,450,0.19
head-adapt,451,0.1412
head-adapt,452,0.1568
head-adapt,453,0.17
head-adapt,454,0.182
head-adapt,455,0.1476
head-adapt,456,0.1752
head-adapt,457,0.2092
head-adapt,458,0.1584
head-adapt,459,0.1804
head-adapt,460,0.189
head-adapt,461,0.1736
head-adapt,462,0.1688
head-adapt,463,0.1698
head-adapt,464,0.1626
head-adapt,465,0.1966
head-adapt,466,0.1896
head-adapt,467,0.159
head-adapt,468,0.2256
head-adapt,469,0.176
head-adapt,470,0.1766
head-adapt,471,0.1588
head-adapt,472,0.1594
head-adapt,473,0.1936
head-adapt,474,0.1914
head-adapt,475,0.1968
head-adapt,476,0.1462
head-adapt,477,0.2034
head-adapt,478,0.1798
head-adapt,479,0.2056
head-adapt,480,0.1682
head-adapt,481,0.164
head-adapt,482,0.1646
head-adapt,483,0.1988
head-adapt,484,0.1678
head-adapt,485,0.1794
head-adapt,486,0.2126
head-adapt,487,0.1832
head-adapt,488,0.1684
head-adapt,489,0.177
head-adapt,490,0.1526
head-adapt,491,0.1662
head-adapt,492,0.1852
head-adapt,493,0.1746
head-adapt,494,0.2016
head-adapt,495,0.1402
head-adapt,496,0.1764
head-adapt,497,0.192
head-adapt,498,0.1878
head-adapt,499,0.172
head-adapt,500,0.176
head-adapt,501,0.172
head-adapt,502,0.1972
head-adapt,503,0.2004
head-adapt,504,0.1846
head-adapt,505,0.1622
head-adapt,506,0.1448
head-adapt,507,0.1466
head-adapt,508,0.1914
head-adapt,509,0.1846
head-adapt,510,0.1902
head-adapt,511,0.1762
head-adapt,512,0.2236
head-adapt,513,0.1554
head-adapt,514,0.1954
head-adapt,515,0.1996
head-adapt,516,0.1512
head-adapt,517,0.2096
head-adapt,518,0.2138
head-adapt,519,0.1922
head-adapt,520,0.1826
head-adapt,521,0.219
head-adapt,522,0.1774
head-adapt,523,0.193
head-adapt,524,0.2316
head-adapt,525,0.1856
head-adapt,526,0.2028
head-adapt,527,0.144
head-adapt,528,0.2006
head-adapt,529,0.2182
head-adapt,530,0.1776
head-adapt,531,0.1736
head-adapt,532,0.1752
head-adapt,533,0.1696
head-adapt,534,0.1966
head-adapt,535,0.197
head-adapt,536,0.2218
head-adapt,537,0.1902
head-adapt,538,0.1878
head-adapt,539,0.1812
head-adapt,540,0.1972
head-adapt,541,0.1884
head-adapt,542,0.1652
head-adapt,543,0.181
head-adapt,544,0.208
head-adapt,545,0.1968
head-adapt,546,0.2036
head-adapt,547,0.1906
head-adapt,548,0.2048
head-adapt,549,0.1938
head-adapt,550,0.1986
head-adapt,551,0.1828
head-adapt,552,0.1892
head-adapt,553,0.1958
head-adapt,554,0.1434
head-adapt,555,0.191
head-adapt,556,0.1968
head-adapt,557,0.1708
head-adapt,558,0.1884
head-adapt,559,0.192
head-adapt,560,0.2018
head-adapt,561,0.2308
head-adapt,562,0.2052
head-adapt,563,0.1822
head-adapt,564,0.1982
head-adapt,565,0.1946
head-adapt,566,0.2148
head-adapt,567,0.2246
head-adapt,568,0.1844
head-adapt,569,0.208
head-adapt,570,0.1896
head-adapt,571,0.2066
head-adapt,572,0.184
head-adapt,573,0.1974
head-adapt,574,0.2184
head-adapt,575,0.1688
head-adapt,576,0.178
head-adapt,577,0.1844
head-adapt,578,0.1506
head-adapt,579,0.1896
head-adapt,580,0.1932
head-adapt,581,0.2042
head-adapt,582,0.2036
head-adapt,583,0.2154
head-adapt,584,0.1864
head-adapt,585,0.1954
head-adapt,586,0.1994
head-adapt,587,0.191
head-adapt,588,0.1956
head-adapt,589,0.2134
head-adapt,590,0.1932
head-adapt,591,0.1972
head-adapt,592,0.184
head-adapt,593,0.1882
head-adapt,594,0.1954
head-adapt,595,0.1884
head-adapt,596,0.196
head-adapt,597,0.1914
head-adapt,598,0.1886
head-adapt,599,0.1836
head-adapt,600,0.198
head-adapt,601,0.1932
head-adapt,602,0.1982
head-adapt,603,0.201
head-adapt,604,0.2012
head-adapt,605,0.1762
head-adapt,606,0.1784
head-adapt,607,0.1912
head-adapt,608,0.163
head-adapt,609,0.1966
head-adapt,610,0.1954
head-adapt,611,0.1726
head-adapt,612,0.2034
head-adapt,613,0.1972
head-adapt,614,0.1804
head-adapt,615,0.2034
head-adapt,616,0.1544
head-adapt,617,0.1842
head-adapt,618,0.2028
head-adapt,619,0.1628
head-adapt,620,0.1828
head-adapt,621,0.2046
head-adapt,622,0.1904
head-adapt,623,0.1992
head-adapt,624,0.1756
head-adapt,625,0.1784
head-adapt,626,0.1814
head-adapt,627,0.2002
head-adapt,628,0.1752
head-adapt,629,0.1796
head-adapt,630,0.1722
head-adapt,631,0.1884
head-adapt,632,0.2206
head-adapt,633,0.167
head-adapt,634,0.1888
head-adapt,635,0.2194
head-adapt,636,0.204
head-adapt,637,0.18
head-adapt,638,0.1868
head-adapt,639,0.189
head-adapt,640,0.1928
head-adapt,641,0.179
head-adapt,642,0.2168
head-adapt,643,0.2008
head-adapt,644,0.166
head-adapt,645,0.2062
head-adapt,646,0.2018
head-adapt,647,0.1856
head-adapt,648,0.1992
head-adapt,649,0.159
head-adapt,650,0.1892
head-adapt,651,0.184
head-adapt,652,0.1792
head-adapt,653,0.1876
head-adapt,654,0.1808
head-adapt,655,0.2046
head-adapt,656,0.2158
head-adapt,657,0.2132
head-adapt,658,0.1942
head-adapt,659,0.2016
head-adapt,660,0.2162
head-adapt,661,0.1732
head-adapt,662,0.2002
head-adapt,663,0.1966
head-adapt,664,0.1456
head-adapt,665,0.1804
head-adapt,666,0.2234
head-adapt,667,0.1932
head-adapt,668,0.2044
head-adapt,669,0.2092
head-adapt,670,0.2098
head-adapt,671,0.2218
head-adapt,672,0.1982
head-adapt,673,0.2
head-adapt,674,0.1836
head-adapt,675,0.191
head-adapt,676,0.1878
head-adapt,677,0.1876
head-adapt,678,0.182
head-adapt,679,0.1814
head-adapt,680,0.16
head-adapt,681,0.1798
head-adapt,682,0.1802
head-adapt,683,0.1724
head-adapt,684,0.2012
head-adapt,685,0.1926
head-adapt,686,0.2214
head-adapt,687,0.201
head-adapt,688,0.196
head-adapt,689,0.1972
head-adapt,690,0.1974
head-adapt,691,0.2122
head-adapt,692,0.1874
head-adapt,693,0.189
head-adapt,694,0.1942
head-adapt,695,0.187
head-adapt,696,0.2038
head-adapt,697,0.1712
head-adapt,698,0.1904
head-adapt,699,0.2116
head-adapt,700,0.1914
head-adapt,701,0.2086
head-adapt,702,0.199
head-adapt,703,0.1776
head-adapt,704,0.1978
head-adapt,705,0.1758
head-adapt,706,0.213
head-adapt,707,0.211
head-adapt,708,0.1844
head-adapt,709,0.168
head-adapt,710,0.1902
head-adapt,711,0.2056
head-adapt,712,0.198
head-adapt,713,0.1984
head-adapt,714,0.1894
head-adapt,715,0.1724
head-adapt,716,0.1868
head-adapt,717,0.2088
head-adapt,718,0.1758
head-adapt,719,0.208
head-adapt,720,0.1912
head-adapt,721,0.188
head-adapt,722,0.1794
head-adapt,723,0.2074
head-adapt,724,0.1922
head-adapt,725,0.1984
head-adapt,726,0.1878
head-adapt,727,0.1646
head-adapt,728,0.2318
head-adapt,729,0.2014
head-adapt,730,0.1688
head-adapt,731,0.206
head-adapt,732,0.1488
head-adapt,733,0.2094
head-adapt,734,0.2118
head-adapt,735,0.1578
head-adapt,736,0.1778
head-adapt,737,0.2012
head-adapt,738,0.1936
head-adapt,739,0.2106
head-adapt,740,0.2076
head-adapt,741,0.205
head-adapt,742,0.1744
head-adapt,743,0.2068
head-adapt,744,0.1838
head-adapt,745,0.1998
head-adapt,746,0.2
head-adapt,747,0.1996
head-adapt,748,0.1912
head-adapt,749,0.1846
head-adapt,750,0.178
head-adapt,751,0.1928
head-adapt,752,0.209
head-adapt,753,0.1976
head-adapt,754,0.2102
head-adapt,755,0.1812
head-adapt,756,0.1822
head-adapt,757,0.2032
head-adapt,758,0.2006
head-adapt,759,0.1986
head-adapt,760,0.1872
head-adapt,761,0.1834
head-adapt,762,0.1956
head-adapt,763,0.2112
head-adapt,764,0.1908
head-adapt,765,0.1918
head-adapt,766,0.2148
head-adapt,767,0.1952
head-adapt,768,0.178
head-adapt,769,0.236
head-adapt,770,0.1982
head-adapt,771,0.1908
head-adapt,772,0.1672
head-adapt,773,0.1986
head-adapt,774,0.1824
head-adapt,775,0.188
head-adapt,776,0.168
head-adapt,777,0.2106
head-adapt,778,0.1886
head-adapt,779,0.19
head-adapt,780,0.2084
head-adapt,781,0.173
head-adapt,782,0.16
head-adapt,783,0.1964
head-adapt,784,0.2174
head-adapt,785,0.1722
head-adapt,786,0.2038
head-adapt,787,0.1956
head-adapt,788,0.184
head-adapt,789,0.2088
head-adapt,790,0.208
head-adapt,791,0.1654
head-adapt,792,0.1886
head-adapt,793,0.2184
head-adapt,794,0.1996
head-adapt,795,0.181
head-adapt,796,0.1798
head-adapt,797,0.2024
head-adapt,798,0.201
head-adapt,799,0.1994
head-adapt,800,0.191
head-adapt,801,0.2222
head-adapt,802,0.208
head-adapt,803,0.1702
head-adapt,804,0.1988
head-adapt,805,0.1882
head-adapt,806,0.227
head-adapt,807,0.188
head-adapt,808,0.1956
head-adapt,809,0.1602
head-adapt,810,0.1934
head-adapt,811,0.2056
head-adapt,812,0.166
head-adapt,813,0.2106
head-adapt,814,0.2004
head-adapt,815,0.1726
head-adapt,816,0.1644
head-adapt,817,0.2098
head-adapt,818,0.2194
head-adapt,819,0.2144
head-adapt,820,0.1694
head-adapt,821,0.2158
head-adapt,822,0.1722
head-adapt,823,0.1868
head-adapt,824,0.1824
head-adapt,825,0.181
head-adapt,826,0.1826
head-adapt,827,0.2174
head-adapt,828,0.1872
head-adapt,829,0.1856
head-adapt,830,0.165
head-adapt,831,0.1752
head-adapt,832,0.189
head-adapt,833,0.1844
head-adapt,834,0.1866
head-adapt,835,0.1828
head-adapt,836,0.193
head-adapt,837,0.1726
head-adapt,838,0.2056
head-adapt,839,0.1862
head-adapt,840,0.1944
head-adapt,841,0.1698
head-adapt,842,0.181
head-adapt,843,0.1912
head-adapt,844,0.1984
head-adapt,845,0.21
head-adapt,846,0.1832
head-adapt,847,0.1686
head-adapt,848,0.1916
head-adapt,849,0.1984
head-adapt,850,0.1938
head-adapt,851,0.1956
head-adapt,852,0.207
head-adapt,853,0.2046
head-adapt,854,0.2026
head-adapt,855,0.2124
head-adapt,856,0.1812
head-adapt,857,0.1976
head-adapt,858,0.1786
head-adapt,859,0.1968
head-adapt,860,0.1798
head-adapt,861,0.1786
head-adapt,862,0.1732
head-adapt,863,0.2028
head-adapt,864,0.1848
head-adapt,865,0.1906
head-adapt,866,0.212
head-adapt,867,0.2174
head-adapt,868,0.2026
head-adapt,869,0.1812
head-adapt,870,0.1748
head-adapt,871,0.2106
head-adapt,872,0.2058
head-adapt,873,0.2038
head-adapt,874,0.2078
head-adapt,875,0.1748
head-adapt,876,0.1838
head-adapt,877,0.1794
head-adapt,878,0.188
head-adapt,879,0.1696
head-adapt,880,0.1764
head-adapt,881,0.2078
head-adapt,882,0.1794
head-adapt,883,0.1922
head-adapt,884,0.1878
head-adapt,885,0.1924
head-adapt,886,0.2056
head-adapt,887,0.1876
head-adapt,888,0.1936
head-adapt,889,0.2122
head-adapt,890,0.191
head-adapt,891,0.1874
head-adapt,892,0.2072
head-adapt,893,0.1736
head-adapt,894,0.1878
head-adapt,895,0.1896
head-adapt,896,0.198
head-adapt,897,0.2078
head-adapt,898,0.1662
head-adapt,899,0.1874
head-adapt,900,0.1854
head-adapt,901,0.1762
head-adapt,902,0.202
head-adapt,903,0.186
head-adapt,904,0.1888
head-adapt,905,0.1924
head-adapt,906,0.191
head-adapt,907,0.1736
head-adapt,908,0.217
head-adapt,909,0.193
head-adapt,910,0.18
head-adapt,911,0.173
head-adapt,912,0.2178
head-adapt,913,0.1804
head-adapt,914,0.1582
head-adapt,915,0.2036
head-adapt,916,0.1968
head-adapt,917,0.1988
head-adapt,918,0.1908
head-adapt,919,0.1938
head-adapt,920,0.142
head-adapt,921,0.1952
head-adapt,922,0.1964
head-adapt,923,0.168
head-adapt,924,0.2034
head-adapt,925,0.2014
head-adapt,926,0.1826
head-adapt,927,0.175
head-adapt,928,0.1838
head-adapt,929,0.1972
head-adapt,930,0.1998
head-adapt,931,0.21
head-adapt,932,0.214
head-adapt,933,0.1984
head-adapt,934,0.186
head-adapt,935,0.1814
head-adapt,936,0.2032
head-adapt,937,0.165
head-adapt,938,0.2016
head-adapt,939,0.194
head-adapt,940,0.2008
head-adapt,941,0.2022
head-adapt,942,0.1934
head-adapt,943,0.1792
head-adapt,944,0.221
head-adapt,945,0.1972
head-adapt,946,0.1732
head-adapt,947,0.2032
head-adapt,948,0.2
head-adapt,949,0.1806
head-adapt,950,0.1556
head-adapt,951,0.156
head-adapt,952,0.2104
head-adapt,953,0.1906
head-adapt,954,0.1958
head-adapt,955,0.2026
head-adapt,956,0.2012
head-adapt,957,0.21
head-adapt,958,0.1606
head-adapt,959,0.2028
head-adapt,960,0.2058
head-adapt,961,0.1932
head-adapt,962,0.2052
head-adapt,963,0.1882
head-adapt,964,0.208
head-adapt,965,0.2156
head-adapt,966,0.1962
head-adapt,967,0.184
head-adapt,968,0.1954
head-adapt,969,0.1926
head-adapt,970,0.215
head-adapt,971,0.1952
head-adapt,972,0.2236
head-adapt,973,0.188
head-adapt,974,0.205
head-adapt,975,0.1608
head-adapt,976,0.2138
head-adapt,977,0.228
head-adapt,978,0.203
head-adapt,979,0.162
head-adapt,980,0.2076
head-adapt,981,0.2094
head-adapt,982,0.1712
head-adapt,983,0.1916
head-adapt,984,0.1842
head-adapt,985,0.2658
head-adapt,986,0.1844
head-adapt,987,0.2104
head-adapt,988,0.1782
head-adapt,989,0.1762
head-adapt,990,0.2102
head-adapt,991,0.1896
head-adapt,992,0.16
head-adapt,993,0.1762
head-adapt,994,0.2134
head-adapt,995,0.1898
head-adapt,996,0.1708
head-adapt,997,0.183
head-adapt,998,0.1836
head-adapt,999,0.1854
head-adapt,1000,0.1938
head-adapt,1001,0.1804
head-adapt,1002,0.1862
head-adapt,1003,0.1764
head-adapt,1004,0.179
head-adapt,1005,0.1868
head-adapt,1006,0.1882
head-adapt,1007,0.1874
head-adapt,1008,0.2034
head-adapt,1009,0.2018
head-adapt,1010,0.1924
head-adapt,1011,0.2142
head-adapt,1012,0.2066
head-adapt,1013,0.2014
head-adapt,1014,0.1876
head-adapt,1015,0.1748
head-adapt,1016,0.203
head-adapt,1017,0.1932
head-adapt,1018,0.2198
head-adapt,1019,0.1894
head-adapt,1020,0.214
head-adapt,1021,0.1892
head-adapt,1022,0.1806
head-adapt,1023,0.2012
